#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Phormidium	tenue	NIES-30	NZ_MRCG01000015.1	99172	120099	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000015.1&start=99172&end=120099
Phormidium	tenue	NIES-30	NZ_MRCG01000027.1	0	24658	resorcinol	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000027.1&start=0&end=24658
Phormidium	tenue	NIES-30	NZ_MRCG01000028.1	22674	52415	nrps	true	nostocyclopeptide A2	28	BGC0000397	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000028.1&start=22674&end=52415
Phormidium	tenue	NIES-30	NZ_MRCG01000003.1	7808	39802	terpene	false	hopene	15	BGC0000663	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000003.1&start=7808&end=39802
Phormidium	tenue	NIES-30	NZ_MRCG01000008.1	15972	37202	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000008.1&start=15972&end=37202
Phormidium	tenue	NIES-30	NZ_MRCG01000009.1	107454	127913	phenazine	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000009.1&start=107454&end=127913
Microcystis	aeruginosa	FD4	NZ_CP046973.1	401243	425840	spliceotide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=401243&end=425840
Microcystis	aeruginosa	FD4	NZ_CP046973.1	1678912	1702805	cyanobactin	false	piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4	83	BGC0001167	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=1678912&end=1702805
Microcystis	aeruginosa	FD4	NZ_CP046973.1	2092546	2135639	t1pks	false	bartoloside 2/bartoloside 3/bartoloside 4	27	BGC0001525	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=2092546&end=2135639
Microcystis	aeruginosa	FD4	NZ_CP046973.1	2333390	2381106	nrps-like t1pks hybrid	false	12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile	6	BGC0001126	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=2333390&end=2381106
Microcystis	aeruginosa	FD4	NZ_CP046973.1	2742390	2763200	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=2742390&end=2763200
Microcystis	aeruginosa	FD4	NZ_CP046973.1	2819498	2841796	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=2819498&end=2841796
Microcystis	aeruginosa	FD4	NZ_CP046973.1	3846449	3867382	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=3846449&end=3867382
Microcystis	aeruginosa	FD4	NZ_CP046973.1	4000190	4068320	nrps microviridin hybrid	false	micropeptin K139	75	BGC0001018	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=4000190&end=4068320
Microcystis	aeruginosa	FD4	NZ_CP046973.1	4885146	4949555	nrps-like nrps hybrid	false	aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C	85	BGC0000298	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=4885146&end=4949555
Microcystis	aeruginosa	FD4	NZ_CP046973.1	5001100	5062316	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=5001100&end=5062316
Microcystis	aeruginosa	FD4	NZ_CP046973.1	5249852	5271760	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046973.1&start=5249852&end=5271760
Synechococcus	Unknown	BMK-MC-1	NZ_CP047939.1	983279	1024374	t3pks	false	hierridin B/hierridin C	42	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047939.1&start=983279&end=1024374
Synechococcus	Unknown	BMK-MC-1	NZ_CP047939.1	1540137	1561391	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047939.1&start=1540137&end=1561391
Synechococcus	Unknown	BMK-MC-1	NZ_CP047939.1	2324268	2345177	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047939.1&start=2324268&end=2345177
Planktothrix	Unknown	No.713	NZ_LR882967.1	499621	521583	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=499621&end=521583
Planktothrix	Unknown	No.713	NZ_LR882967.1	568373	611580	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=568373&end=611580
Planktothrix	Unknown	No.713	NZ_LR882967.1	1256875	1321360	t1pks transat-pks-like nrps-like hybrid	false	microcystin LR	23	BGC0001017	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=1256875&end=1321360
Planktothrix	Unknown	No.713	NZ_LR882967.1	2060370	2081189	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=2060370&end=2081189
Planktothrix	Unknown	No.713	NZ_LR882967.1	2498384	2554376	nrps t1pks hybrid	false	varlaxin 1046A/varlaxin 1022A	27	BGC0002632	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=2498384&end=2554376
Planktothrix	Unknown	No.713	NZ_LR882967.1	3295354	3339608	nrps	false	varlaxin 1046A/varlaxin 1022A	13	BGC0002632	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=3295354&end=3339608
Planktothrix	Unknown	No.713	NZ_LR882967.1	3399348	3444316	t1pks	false	vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F	33	BGC0002296	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=3399348&end=3444316
Planktothrix	Unknown	No.713	NZ_LR882967.1	4405210	4460296	t1pks	false	merocyclophane C/merocyclophane D	22	BGC0001663	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=4405210&end=4460296
Planktothrix	Unknown	No.713	NZ_LR882967.1	4478969	4499434	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=4478969&end=4499434
Planktothrix	Unknown	No.713	NZ_LR882967.1	5183717	5204644	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882967.1&start=5183717&end=5204644
Synechocystis	Unknown	GT-S	NC_017277.1	1388114	1409128	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017277.1&start=1388114&end=1409128
Synechocystis	Unknown	GT-S	NC_017277.1	1539768	1561712	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017277.1&start=1539768&end=1561712
Synechocystis	Unknown	GT-S	NC_017277.1	3180477	3201293	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017277.1&start=3180477&end=3201293
Synechococcus	Unknown	RS9916	NZ_DS022299.1	980982	1002227	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DS022299.1&start=980982&end=1002227
Synechococcus	Unknown	RS9916	NZ_DS022299.1	1016459	1037494	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DS022299.1&start=1016459&end=1037494
Synechococcus	Unknown	RS9916	NZ_DS022299.1	1450675	1473852	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DS022299.1&start=1450675&end=1473852
Synechococcus	Unknown	RS9916	NZ_DS022299.1	1557535	1577817	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DS022299.1&start=1557535&end=1577817
Synechococcus	Unknown	RS9916	NZ_DS022299.1	1703431	1724340	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DS022299.1&start=1703431&end=1724340
Pleurocapsa	Unknown	PCC 7319	NZ_KB235916.1	47855	58776	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235916.1&start=47855&end=58776
Pleurocapsa	Unknown	PCC 7319	NZ_KB235919.1	252736	300713	rre-containing nrps hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235919.1&start=252736&end=300713
Pleurocapsa	Unknown	PCC 7319	NZ_KB235919.1	325754	365031	lanthipeptide-class-ii proteusin hybrid	false	kamptornamide	40	BGC0002627	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235919.1&start=325754&end=365031
Pleurocapsa	Unknown	PCC 7319	NZ_KB235920.1	18081	42115	proteusin spliceotide hybrid	false	PlpA1/PlpA2/PlpA3	100	BGC0001745	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235920.1&start=18081&end=42115
Pleurocapsa	Unknown	PCC 7319	NZ_KB235920.1	74626	96849	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235920.1&start=74626&end=96849
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	385877	431803	t1pks t3pks hybrid	false	merocyclophane C/merocyclophane D	77	BGC0001663	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=385877&end=431803
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	938668	986330	t1pks	false	saxitoxin/neosaxitoxin/decarbamoylsaxitoxin/gonyautoxin 3/gonyautoxin 2	5	BGC0000188	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=938668&end=986330
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	1397591	1451100	lanthipeptide-class-ii lanthipeptide-class-v hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=1397591&end=1451100
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	1974686	1996195	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=1974686&end=1996195
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	2283120	2335702	nrps nrps-like t1pks hybrid	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=2283120&end=2335702
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	2396402	2438247	transat-pks-like	false	jamaicamide A/jamaicamide B/jamaicamide C	19	BGC0001001	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=2396402&end=2438247
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	2488888	2510835	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=2488888&end=2510835
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	2636543	2690121	nrps	false	saxitoxin/neosaxitoxin/decarbamoylsaxitoxin/gonyautoxin 3/gonyautoxin 2	5	BGC0000188	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=2636543&end=2690121
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	3172748	3221064	t1pks nrps-like hybrid	false	cylindrospermopsin	8	BGC0000981	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=3172748&end=3221064
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	3263733	3306952	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=3263733&end=3306952
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	3502268	3523096	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=3502268&end=3523096
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	4054016	4074946	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=4054016&end=4074946
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	5906524	5941686	triceptide redox-cofactor cyanobactin thiopeptide hybrid	false	patellamide A/patellamide C	62	BGC0000475	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=5906524&end=5941686
Pleurocapsa	Unknown	PCC 7319	NZ_KB235922.1	5958794	6007287	t1pks nrps-like hybrid	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235922.1&start=5958794&end=6007287
Pleurocapsa	Unknown	PCC 7319	NZ_KB235924.1	23682	77902	t1pks nrps-like hybrid	false	puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D	30	BGC0001125	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB235924.1&start=23682&end=77902
Fischerella	Unknown	PCC 9605	NZ_KI912148.1	861861	885215	indole	false	AT2433-A1	14	BGC0000809	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912148.1&start=861861&end=885215
Fischerella	Unknown	PCC 9605	NZ_KI912148.1	1220172	1240457	microviridin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912148.1&start=1220172&end=1240457
Fischerella	Unknown	PCC 9605	NZ_KI912148.1	1473371	1526109	t1pks hgle-ks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912148.1&start=1473371&end=1526109
Fischerella	Unknown	PCC 9605	NZ_KI912148.1	1864925	1907298	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912148.1&start=1864925&end=1907298
Fischerella	Unknown	PCC 9605	NZ_KI912148.1	2201934	2222228	microviridin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912148.1&start=2201934&end=2222228
Fischerella	Unknown	PCC 9605	NZ_KI912148.1	2767030	2810276	nrps-like	false	vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F	6	BGC0002296	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912148.1&start=2767030&end=2810276
Fischerella	Unknown	PCC 9605	NZ_KI912149.1	439925	460858	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912149.1&start=439925&end=460858
Fischerella	Unknown	PCC 9605	NZ_KI912149.1	661790	704949	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912149.1&start=661790&end=704949
Fischerella	Unknown	PCC 9605	NZ_KI912149.1	824354	847120	lassopeptide rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912149.1&start=824354&end=847120
Fischerella	Unknown	PCC 9605	NZ_KI912149.1	1917962	1942104	lanthipeptide-class-ii proteusin hybrid	false	kamptornamide	40	BGC0002627	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912149.1&start=1917962&end=1942104
Fischerella	Unknown	PCC 9605	NZ_KI912151.1	129618	152944	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912151.1&start=129618&end=152944
Fischerella	Unknown	PCC 9605	NZ_KI912151.1	294750	340693	nrps	false	desmamide A/desmamide B/desmamide C	27	BGC0002625	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912151.1&start=294750&end=340693
Fischerella	Unknown	PCC 9605	NZ_KI912151.1	561706	604463	nrps-like	false	icosalide A/icosalide B	100	BGC0001833	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912151.1&start=561706&end=604463
Fischerella	Unknown	PCC 9605	NZ_KI912151.1	1080306	1136461	t1pks nrps hybrid	true	nostopeptolide A2	50	BGC0001028	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912151.1&start=1080306&end=1136461
Fischerella	Unknown	PCC 9605	NZ_KI912152.1	365861	416635	nrps	false	heinamide A1/heinamide A2/heinamide A3/heinamide B1/heinamide B2/heinamide B3/heinamide B4/heinamide B5	36	BGC0002572	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912152.1&start=365861&end=416635
Fischerella	Unknown	PCC 9605	NZ_KI912153.1	0	43238	nrps t1pks hybrid	true	anachelin	25	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912153.1&start=0&end=43238
Fischerella	Unknown	PCC 9605	NZ_KI912154.1	76958	97927	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912154.1&start=76958&end=97927
Fischerella	Unknown	PCC 9605	NZ_KI912154.1	310790	358668	t1pks	false	microginin	57	BGC0002623	https://antismash-db.secondarymetabolites.org/area?record=NZ_KI912154.1&start=310790&end=358668
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	69789	92030	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=69789&end=92030
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	504124	599559	t1pks nrps-like nrps hybrid	false	puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D	80	BGC0001125	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=504124&end=599559
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	1230907	1276886	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=1230907&end=1276886
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	1749601	1769853	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=1749601&end=1769853
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2088390	2132530	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2088390&end=2132530
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2160115	2180976	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2160115&end=2180976
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2281937	2304190	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2281937&end=2304190
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2433037	2456391	indole	false	loonamycin A/loonamycin B/loonamycin C	8	BGC0002460	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2433037&end=2456391
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2659001	2739836	t1pks nrps hybrid	false	cyanochelin A	54	BGC0002411	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2659001&end=2739836
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2795382	2815928	phenazine	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2795382&end=2815928
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2844326	2886729	lanthipeptide-class-v	false	streptoketide A/streptoketide B/streptoketide C/S2502/S2507/UWM5	10	BGC0002081	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2844326&end=2886729
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	2919535	2972662	hgle-ks t1pks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=2919535&end=2972662
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	3156582	3179870	lanthipeptide-class-ii	false	nostolysamide A/nostolysamide B	50	BGC0002699	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=3156582&end=3179870
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	3436569	3457502	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=3436569&end=3457502
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	3617691	3660029	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=3617691&end=3660029
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	3666087	3716294	nrps	false	minutissamide A/minutissamide C/minutissamide D	23	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=3666087&end=3716294
Tolypothrix	bouteillei	VB521301	NZ_JHEG04000001.1	3874959	3925990	nrps	false	gamexpeptide C	100	BGC0001128	https://antismash-db.secondarymetabolites.org/area?record=NZ_JHEG04000001.1&start=3874959&end=3925990
